010-04,1,17,9.898,92
650-01,1,27,11.872,95
650-01,2,20,18.311,91
650-01,3,7,20.967,78
650-02,1,3,41.645,87
650-02,2,22,28.053,
650-02,3,13,27.393,93
650-02,4,13,23.029,102
650-02,5,1,21.854,90
650-03,1,22,16.535,105
650-03,2,9,16.901,102
650-03,3,1,18.381,95
650-03,4,14,14.928,89
650-03,5,2,17.165,94
650-03,6,15,18.622,92
650-03,7,10,19.636,103
650-04,0,6,13.183,90
650-05,1,4,13.183,
650-05,2,20,12.939,108
650-05,3,3,17.058,
650-06,1,16,17.058,105
650-06,2,15,23.290,84
650-07,3,11,9.525,107
650-07,1,22,21.398,89
650-07,2,23,14.295,106
650-08,1,14,9.401,106
650-08,2,22,10.617,111
650-09,1,8,18.230,91
650-09,2,28,14.711,105
650-09,3,9,15.291,110
650-10,1,25,15.557,108
650-10,2,15,16.642,105
650-10,3,15,11.695,111
650-11,1,6,11.927,104
650-11,2,4,12.593,99
650-11,3,3,15.453,77
650-11,4,10,18.308,100
650-11,5,9,11.937,
650-12,1,17,12.865,105
650-12,2,13,12.951,99
650-12,3,17,11.377,106
650-12,4,4,12.917,83
650-13,1,10,15.107,94
650-13,2,17,14.036,98
650-13,3,6,14.711,
650-14,1,8,12.628,105
650-14,2,22,13.983,99
650-14,3,16,35.239,87
655-01,1,24,14.324,80
655-01,2,8,32.636,64
655-02,0,22,1.519,84
655-03,0,4,1.326,85
665-01,1,4,34.801,70
665-01,2,24,5.065,82
665-01,3,15,3.174,94
665-01,4,27,2.750,82
665-01,5,24,1.974,77
665-02,1,19,3.421,98
665-02,2,17,7.247,93
675-01,1,13,8.379,98
675-01,2,11,7.922,107
675-01,3,16,6.376,100
675-02,1,18,5.941,108
675-02,2,10,6.867,104
675-03,1,41,6.495,103
675-03,2,13,8.495,73
685-01,1,25,12.655,88
685-01,2,17,10.349,77
685-01,3,2,1.641,
685-02,1,21,1.779,
685-02,2,18,1.631,88
685-03,0,24,5.953,88
685-04,0,36,5.947,
685-05,1,26,8.978,76
685-05,2,11,18.202,90
687-01,1,5,848,85
687-01,2,17,4.852,93
687-01,3,9,1.420,93
687-01,4,17,921,96
687-01,5,15,500,80
687-02,1,21,291,
687-02,2,26,,
687-02,3,17,1.712,69
687-02,4,3,5.425,78
695-01,1,18,5.366,85
695-01,2,35,2.251,97
695-01,3,21,1.181,95
695-02,1,5,1.215,88
695-02,2,32,1.963,102
695-02,3,11,2.135,106
695-02,4,27,2.278,107
695-03,0,20,3.381,96
695-04,1,5,2.594,80
695-04,2,10,1.866,88
695-05,0,17,1.712,88
695-06,4,7,2.690,84
695-06,1,3,2.135,78
695-06,2,15,3.724,102
695-06,3,11,3.373,85
695-07,1,11,1.549,98
695-07,2,26,4.090,86
695-08,1,32,3.870,88
695-08,2,4,6.997,81
695-08,3,29,5.710,101
695-09,1,14,6.022,102
695-09,2,7,5.827,
695-09,3,16,5.018,84
695-10,1,12,6.338,101
695-10,2,24,6.314,
695-10,3,23,9.046,89
696-01,1,19,6.518,101
696-01,2,21,6.659,97
696-01,3,39,7.748,101
696-01,4,8,15.679,69
705-01,1,5,2.420,96
705-01,2,22,1.892,105
705-01,3,18,1.967,93
705-02,1,1,1.581,99
705-02,2,29,1.178,87
705-02,3,10,1.112,83
715-01,1,11,8.829,108
715-01,2,35,7.169,115
715-01,3,15,8.198,114
715-02,0,41,8.024,111
715-03,1,29,9.882,98
715-03,2,19,12.600,104
715-03,3,5,33.238,76
715-04,0,32,15.480,100
715-05,1,25,6.007,90
715-05,2,6,4.670,107
715-06,1,9,4.588,
715-06,2,8,5.764,102
715-06,3,21,6.697,102
715-06,4,13,4.377,79
715-06,5,20,3.932,99
715-07,1,4,3.057,75
715-07,2,37,3.454,85
715-07,3,27,3.043,80
715-07,4,2,2.686,99
715-08,1,39,3.293,77
715-08,2,5,5.304,86
750-01,1,20,9.971,84
750-01,2,15,9.022,93
750-01,3,4,13.776,86
750-01,4,16,10.267,90
750-01,5,5,8.770,86
750-01,6,22,5.621,92
750-03,1,13,5.621,84
750-03,2,21,6.373,95
750-04,1,2,5.352,88
750-04,2,27,5.388,90
750-05,1,21,6.051,94
750-05,2,10,9.557,95
750-05,3,2,12.092,88
750-06,1,29,11.036,97
750-06,2,17,24.848,92
750-06,3,7,49.256,75
750-07,1,3,79.344,
750-07,2,12,31.095,99
750-08,1,32,15.072,107
750-08,2,36,15.045,108
750-09,0,29,10.862,105
750-10,1,19,10.975,108
750-10,2,29,9.824,111
750-11,1,33,12.130,96
750-11,2,13,16.653,99
750-11,3,6,33.574,73
750-12,1,23,11.540,99
750-12,2,12,10.120,
750-13,0,5,9.439,109
750-14,0,9,7.829,110
750-15,1,18,7.986,112
750-15,2,23,7.843,103
750-16,1,15,8.131,81
750-16,2,4,9.826,71
750-16,3,34,7.780,79
750-17,2,1,8.579,69
750-17,3,17,1.450,66
750-17,1,4,11.449,
750-18,1,22,787,68
750-18,2,30,3.986,82
750-18,3,10,8.744,87
753-01,1,2,9.808,69
753-01,2,27,3.174,97
753-02,0,13,1.891,92
753-03,1,35,1.891,
753-03,2,7,3.455,97
755-01,1,24,6.284,83
755-01,2,11,1.663,81
755-02,1,28,1.644,67
755-02,2,8,3.602,87
755-02,3,6,5.532,76
755-03,1,10,9.996,91
755-03,2,25,7.859,97
755-03,3,12,6.496,104
755-05,1,2,1.138,
755-05,2,9,5.103,75
755-05,3,1,14.151,60
757-01,0,9,2.173,88
757-02,1,18,108,73
757-02,2,8,276,
757-03,2,6,1.271,102
757-03,1,22,281,76
757-04,0,31,3.386,82
757-05,2,6,2.704,67
757-05,3,39,2.315,85
757-05,1,9,2.539,
759-01,1,37,775,74
759-01,2,40,871,75
759-01,3,6,1.531,84
759-02,0,16,2.041,83
765-01,1,32,1.295,78
765-01,2,25,1.866,94
765-01,3,8,4.217,101
765-02,1,22,7.679,96
765-02,2,2,18.105,69
765-02,3,8,5.138,100
765-02,4,5,3.879,91
765-02,5,6,4.328,87
765-02,6,17,4.229,96
765-02,7,10,3.513,95
765-02,8,4,3.294,84
765-03,1,6,3.294,
765-03,2,13,4.045,108
765-03,3,2,4.591,98
765-04,1,26,3.931,100
765-04,2,21,5.356,94
765-04,3,4,13.385,
765-05,1,16,6.759,102
765-05,2,22,6.367,98
765-06,0,20,7.023,103
765-07,1,6,1.693,90
765-07,2,16,1.819,
765-08,1,5,20.021,80
765-08,2,9,14.647,77
765-08,3,14,9.117,77
765-08,4,21,6.313,75
765-09,1,22,5.674,112
765-09,2,16,5.952,107
765-10,0,8,1.473,
765-11,1,10,1.473,99
765-11,2,28,2.959,85
765-11,3,17,5.787,86
765-12,1,30,5.782,92
765-12,2,5,3.672,88
765-13,1,13,3.361,
765-13,2,18,3.152,97
775-01,1,27,1.884,75
775-01,2,14,700,81
775-01,3,24,958,81
775-02,0,31,834,58
775-03,1,38,1.518,65
775-03,2,5,4.773,83
785-01,1,42,3.438,91
785-01,2,11,3.625,95
785-02,1,17,2.743,76
785-02,2,14,1.068,94
785-03,1,36,1.221,79
785-03,2,10,1.640,89
785-04,1,20,2.779,81
785-04,2,7,1.218,71
785-04,3,19,375,69
785-04,4,30,454,62
785-05,1,26,9.926,97
785-05,2,20,9.663,105
785-06,1,2,,
785-06,2,3,2.824,74
785-06,3,36,1.281,100
785-06,4,16,2.502,90
795-01,1,28,27.284,87
795-01,2,12,23.050,110
795-01,3,17,20.789,105
795-02,1,19,21.136,93
795-02,2,6,20.932,93
795-03,0,25,10.301,99
795-04,1,21,9.130,114
795-04,2,19,13.472,101
795-04,3,17,16.016,90
795-05,1,26,4.609,104
795-05,2,9,4.746,91
795-05,3,1,4.746,
795-06,0,23,3.045,101
795-07,0,18,3.097,77
805-01,1,20,1.130,74
805-01,2,17,1.399,76
805-01,3,20,1.399,
805-01,4,7,2.603,91
805-02,1,37,3.694,104
805-02,2,36,3.623,97
805-02,3,2,4.717,78
805-03,0,23,5.244,
805-04,0,14,5.244,110
805-05,1,7,11.913,96
805-05,2,18,7.980,80
805-05,3,15,7.661,104
805-05,4,10,7.566,101
805-05,5,13,5.749,
805-06,1,25,7.189,106
805-06,2,14,13.946,90
805-06,3,7,4.717,81
805-06,4,15,4.372,84
805-07,1,19,2.939,88
805-07,2,11,1.945,95
805-08,0,19,879,73
805-09,0,11,1.059,79
815-01,3,4,714,
815-01,1,32,4.920,104
815-01,2,25,4.356,104
815-02,1,17,847,87
815-02,2,14,751,84
815-02,3,20,828,64
815-02,4,34,1.132,83
815-03,1,40,2.871,75
815-03,2,10,6.390,64
815-03,3,5,8.666,89
815-04,1,19,8.218,97
815-04,2,37,14.501,88
815-05,0,5,36.700,
815-06,1,12,12.017,82
815-06,2,4,10.910,85
815-06,3,24,5.322,91
817-01,1,13,4.668,83
817-01,2,10,3.352,77
817-01,3,27,4.914,83
817-02,0,4,3.063,79
817-03,1,25,11.450,79
817-03,2,25,20.114,79
817-04,1,4,19.863,83
817-04,2,5,23.268,
817-04,3,17,21.337,87
817-05,1,8,4.687,77
817-05,2,6,8.448,94
817-05,3,2,4.318,95
817-05,4,18,1.152,72
817-06,0,4,21.694,76
817-07,0,2,8.317,75
825-01,0,3,4.510,106
825-02,0,32,5.817,93
825-03,1,19,7.021,93
825-03,2,19,10.067,103
825-03,3,15,11.907,
825-04,1,16,14.226,95
825-04,2,2,28.895,88
825-04,3,23,16.586,84
825-04,4,17,11.741,89
825-05,1,7,9.619,90
825-05,2,1,11.528,84
825-06,1,11,8.300,99
825-06,2,10,7.302,100
825-06,3,18,6.393,97
825-07,1,2,4.813,
825-07,2,7,8.221,88
825-07,3,13,8.543,
825-07,4,24,9.265,95
825-07,5,2,13.576,82
825-08,1,9,12.544,95
825-08,2,23,22.659,95
825-09,1,10,35.890,72
825-09,2,6,15.813,86
825-09,3,13,5.804,73
825-09,4,24,2.628,84
825-09,5,5,138,
827-01,1,25,5.194,96
827-01,2,10,4.957,97
827-01,3,7,4.370,
827-01,4,3,2.135,
835-01,1,28,14.793,96
835-01,2,3,19.529,85
835-01,3,7,17.131,90
835-01,4,6,10.857,94
835-02,1,9,14.460,92
835-02,2,9,24.755,
850-01,1,6,1.599,62
850-01,2,53,,
850-01,3,6,2.797,
850-02,1,24,4.337,62
850-02,2,9,6.528,
850-02,3,19,4.561,72
850-02,4,18,5.235,103
850-03,1,7,10.389,85
850-03,2,4,17.739,
850-03,3,20,8.105,71
850-03,4,13,5.085,92
850-03,5,17,3.368,104
850-04,0,13,3.661,95
850-05,1,19,9.381,96
850-05,2,16,5.329,96
850-05,3,32,3.811,95
850-06,1,9,571,97
850-06,2,29,701,98
850-06,3,28,645,97
850-07,1,24,2.103,83
850-07,2,18,1.641,105
850-08,1,15,1.877,86
850-08,2,18,2.379,94
850-09,1,40,3.169,97
850-09,2,5,4.889,97
850-10,1,32,7.918,87
850-10,2,14,5.545,91
850-10,3,7,5.377,93
850-10,4,31,4.425,94
850-11,0,19,4.248,87
850-12,1,10,4.396,69
850-12,2,32,3.680,91
850-13,1,11,2.814,86
850-13,2,27,4.092,90
850-13,3,26,8.454,83
850-13,4,8,35.742,
850-14,1,3,43.154,
850-14,2,2,38.440,
850-14,3,11,24.338,85
850-14,4,24,10.591,
850-15,1,15,9.222,90
850-15,2,7,10.691,85
850-15,3,8,4.200,
851-01,1,30,1.608,100
851-01,2,16,1.151,94
851-02,0,33,1.171,86
851-03,1,22,962,105
851-03,2,21,1.354,90
855-01,1,5,12.201,
855-01,2,17,8.902,82
855-01,3,25,2.015,61
855-01,4,13,1.560,64
855-02,1,27,459,42
855-02,2,20,1.327,37
855-02,3,12,491,76
855-03,1,22,1.240,68
855-03,2,5,2.395,72
855-05,0,9,588,94
865-01,1,26,5.345,65
865-01,2,22,3.080,63
865-02,1,42,385,55
865-02,2,15,744,61
865-02,3,5,1.784,62
865-02,4,25,1.039,82
865-03,0,18,748,61
865-04,1,14,1.403,89
865-04,2,39,1.272,92
865-04,3,3,4.864,61
875-01,1,10,694,93
875-01,2,22,721,84
875-01,3,22,1.567,84
875-01,4,15,5.930,93
875-01,5,12,4.800,86
875-02,0,18,8.928,90
875-03,1,18,3.942,94
875-03,2,15,3.281,82
875-04,1,27,5.683,85
875-04,2,27,6.318,87
877-01,1,31,3.978,72
877-01,2,8,1.411,
877-02,1,16,1.491,66
877-02,2,31,1.482,74
877-03,1,23,462,92
877-03,2,31,247,84
877-03,3,12,263,92
877-03,4,8,743,86
877-03,5,10,527,85
877-04,1,29,300,85
877-04,2,25,262,45
877-04,3,15,259,57
877-05,1,3,345,72
877-05,2,17,622,59
883-03,1,11,10.893,59
883-03,2,8,2.538,36
883-04,0,34,1.750,80
885-01,1,26,11.466,89
885-01,2,10,5.849,87
885-01,3,17,5.014,100
885-02,1,19,3.282,
885-02,2,4,4.615,95
885-02,3,9,5.228,87
885-02,4,9,5.107,88
885-02,5,21,5.925,84
885-03,1,8,2.242,75
885-03,2,23,312,66
885-03,3,25,1.920,85
885-04,1,4,4.527,66
885-04,2,15,1.690,98
885-04,3,25,1.434,96
885-05,0,19,1.722,87
885-06,1,25,828,77
885-06,2,44,1.029,78
885-07,1,17,1.960,75
885-07,2,6,3.019,68
885-07,3,12,5.347,80
885-08,1,8,2.066,89
885-08,2,27,1.280,69
885-09,1,15,1.330,68
885-09,2,6,3.031,56
885-10,1,4,12.058,66
885-10,2,16,5.670,96
885-10,3,28,4.543,99
885-10,4,23,3.789,85
885-10,5,7,4.517,74
885-11,1,14,5.192,84
885-11,2,30,8.085,99
885-11,3,16,21.194,79
885-11,4,4,21.879,72
885-11,5,5,30.506,
885-12,1,39,10.710,90
885-12,2,10,12.491,84
885-12,3,9,11.685,102
885-12,4,15,12.773,105
885-12,5,4,15.111,97
885-13,1,3,17.800,84
885-13,2,13,21.382,88
885-13,3,20,14.766,77
885-13,4,17,9.573,88
885-13,5,15,7.076,77
887-01,0,2,1.063,64
905-01,1,15,6.125,77
905-01,2,35,5.030,
915-01,1,8,7.925,86
915-01,2,10,6.797,86
915-01,3,7,3.862,75
915-01,4,8,3.462,79
915-01,5,37,327,58
915-02,1,24,1.033,74
915-02,2,13,1.620,71
915-02,3,20,3.875,89
915-03,1,14,2.104,98
915-03,2,11,1.716,73
915-04,0,27,2.173,101
925-01,1,7,7.300,83
925-01,2,30,4.919,89
925-02,0,44,1.074,64
925-03,1,20,971,40
925-03,2,13,1.132,83
925-03,3,5,918,70
925-04,1,27,757,82
925-04,2,30,742,91
925-04,3,25,896,86
925-04,4,11,1.308,100
950-01,1,14,1.361,80
950-01,2,33,1.411,68
950-01,3,8,1.384,87
950-01,4,11,949,93
950-01,5,11,593,56
950-02,1,26,1.331,70
950-02,2,18,1.681,92
950-02,3,8,3.209,81
950-03,1,4,3.823,79
950-03,2,35,4.187,76
950-03,3,13,5.983,98
950-04,1,2,34.259,80
950-04,2,1,17.051,70
950-04,3,10,3.503,79
950-04,4,37,2.423,97
950-04,5,31,2.157,95
950-05,1,14,2.781,73
950-05,2,14,2.603,94
950-05,3,20,2.434,80
950-06,1,28,2.721,94
950-06,2,11,3.812,81
950-07,1,6,4.831,85
950-07,2,15,7.636,64
950-07,3,22,2.723,72
950-08,1,9,2.011,69
950-08,2,15,3.061,87
950-08,3,18,3.810,103
950-08,4,33,4.779,95
950-09,1,12,20.245,70
950-09,2,9,16.474,77
950-09,3,12,9.162,105
950-09,4,16,9.201,95
950-10,1,8,6.543,109
950-10,2,9,6.525,
950-10,3,26,6.615,107
950-11,1,20,21.499,84
950-11,2,13,2.014,72
955-01,1,14,706,61
955-01,2,36,565,76
955-01,3,15,991,82
955-02,0,12,1.498,89
955-03,1,6,3.582,73
955-03,2,11,2.084,69
955-03,3,20,1.562,98
955-03,4,12,1.641,92
955-04,1,21,2.389,93
955-04,2,27,1.065,84
955-05,1,20,691,71
955-05,2,30,639,80
955-06,1,1,2.380,
955-06,2,45,1.181,84
955-06,3,33,385,94
955-07,1,27,849,88
955-07,2,7,1.767,62
955-07,3,23,776,85
955-08,1,14,840,73
955-08,2,9,1.674,
955-08,3,22,1.680,85
955-08,4,9,2.045,88
955-09,0,14,5.257,76
955-10,0,28,10.063,76
955-11,1,10,9.749,71
955-11,2,24,5.256,
955-11,3,25,3.366,94
955-11,4,9,2.717,84
955-12,1,7,3.113,
955-12,2,7,,
955-13,1,3,7.394,55
955-13,2,24,3.379,93
957-01,1,20,2.956,102
957-01,2,16,2.308,97
957-01,3,23,,
959-02,1,16,1.132,87
959-02,2,42,1.159,82
959-02,3,9,535,83
965-01,1,16,1.529,89
965-01,2,12,1.186,94
965-02,1,23,1.125,107
965-02,2,4,2.107,92
965-02,3,3,2.499,94
965-03,1,13,4.513,82
965-03,2,8,3.044,83
965-03,3,6,6.344,66
965-03,4,8,4.083,95
965-04,1,11,805,88
965-04,2,32,750,
965-04,3,12,965,67
965-05,0,24,174,67
965-06,0,9,174,
965-07,1,18,120,
965-07,2,30,906,70
965-08,1,14,3.658,93
965-08,2,26,2.404,81
965-08,3,35,2.350,105
965-09,0,27,1.901,85
965-10,0,13,949,65
965-11,1,7,1.798,97
965-11,2,30,3.033,89
965-11,3,20,2.961,95
965-11,4,11,8.599,
965-12,1,12,6.181,77
965-12,2,20,5.115,94
965-13,1,5,13.887,80
965-13,2,11,5.342,96
965-13,3,2,8.600,
965-13,4,22,4.661,91
965-13,5,17,4.470,
965-14,1,6,4.981,66
965-14,2,8,5.374,
965-14,3,21,2.500,80
965-15,0,1,,
975-01,1,6,5.001,88
975-01,2,20,2.964,92
975-02,0,23,3.684,103
975-03,2,13,1.430,80
975-03,1,13,1.832,83
975-04,1,28,1.922,99
975-04,2,3,2.393,89
975-04,3,25,3.249,76
975-04,4,11,3.471,100
975-05,1,25,3.880,100
975-05,2,30,3.922,95
975-05,3,7,7.037,93
975-05,4,1,16.950,64
975-05,5,7,19.845,79
975-06,0,18,5.053,90
975-07,1,4,2.217,96
975-07,2,18,1.130,96
975-08,1,37,3.462,93
975-08,2,42,2.402,110
975-09,1,20,2.313,93
975-09,2,17,2.088,86
975-10,0,15,1.814,
977-01,0,6,743,64
kkno,dilimno,uzunluk,tasit,hiz
